ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_DIN_1,20,1_HAL_4,8,10,16
1_DIN_1,20,1_HAL_2,8,10,15
1_HAL_1,8,1_LIV_1,1,14,20
1_HAL_1,8,1_BED_2,2,14,3
1_HAL_2,8,1_LIV_1,1,15,20
1_HAL_2,8,1_CLO_1,11,15,6
1_HAL_2,8,1_BAT_2,4,15,1
1_HAL_2,8,1_BED_3,2,15,4
1_HAL_2,8,1_LAU_1,10,15,18
1_HAL_2,8,1_LIV_1,1,15,20
1_HAL_2,8,1_BED_4,2,15,5
1_HAL_2,8,1_BED_1,2,15,2
1_HAL_2,8,1_LIV_1,1,15,20
1_HAL_2,8,1_DIN_1,20,15,10
1_HAL_2,8,1_POR_1,18,15,22
1_BED_1,2,1_CLO_3,11,2,8
1_BED_1,2,1_HAL_2,8,2,15
1_BED_2,2,1_HAL_1,8,3,14
1_BED_2,2,1_BAT_1,4,3,0
1_BAT_1,4,1_DRE_1,5,0,11
1_BAT_1,4,1_DRE_2,5,0,12
1_BAT_1,4,1_BED_2,2,0,3
1_DRE_1,5,1_BAT_1,4,11,0
1_LAU_1,10,1_HAL_2,8,18,15
1_BAT_2,4,1_HAL_2,8,1,15
1_HAL_4,8,1_LIV_1,1,16,20
1_HAL_4,8,1_PAN_1,9,16,21
1_HAL_4,8,1_DIN_1,20,16,10
1_HAL_4,8,1_KIT_1,3,16,17
1_POR_1,18,1_HAL_2,8,22,15
1_KIT_1,3,1_LIV_1,1,17,20
1_KIT_1,3,1_HAL_4,8,17,16
1_LIV_1,1,1_HAL_1,8,20,14
1_LIV_1,1,1_HAL_2,8,20,15
1_LIV_1,1,1_HAL_2,8,20,15
1_LIV_1,1,1_HAL_4,8,20,16
1_LIV_1,1,1_KIT_1,3,20,17
1_LIV_1,1,1_HAL_2,8,20,15
1_LIV_1,1,1_POR_2,18,20,23
1_BED_3,2,1_CLO_4,11,4,9
1_BED_3,2,1_HAL_2,8,4,15
1_POR_2,18,1_LIV_1,1,23,20
1_GAR_1,19,1_UTI_1,6,13,24
1_GAR_1,19,1_LAU_2,10,13,19
1_UTI_1,6,1_GAR_1,19,24,13
1_PAN_1,9,1_HAL_4,8,21,16
1_CLO_1,11,1_HAL_2,8,6,15
1_DRE_2,5,1_BAT_1,4,12,0
1_BED_4,2,1_CLO_2,11,5,7
1_BED_4,2,1_HAL_2,8,5,15
1_CLO_2,11,1_BED_4,2,7,5
1_CLO_3,11,1_BED_1,2,8,2
1_CLO_4,11,1_BED_3,2,9,4
1_LAU_2,10,1_GAR_1,19,19,13
