ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_DIN_1,20,1_KIT_1,3,10,20
1_DIN_1,20,1_FOY_1,0,10,16
1_POR_1,18,1_FOY_1,0,25,16
1_GAR_1,19,1_STA_1,7,17,27
1_GAR_1,19,1_STA_1,7,17,27
1_LIV_1,1,1_FOY_1,0,23,16
1_LIV_1,1,1_KIT_1,3,23,20
1_LIV_1,1,1_HAL_1,8,23,18
1_LIV_1,1,1_HAL_2,8,23,19
1_LIV_1,1,1_HAL_1,8,23,18
1_LIV_1,1,1_HAL_2,8,23,19
1_LIV_1,1,1_POR_2,18,23,26
1_DRE_1,5,1_BAT_2,4,11,1
1_DRE_1,5,1_LAU_1,10,11,21
1_BED_1,2,1_DRE_2,5,4,12
1_BED_1,2,1_HAL_1,8,4,18
1_DRE_2,5,1_BED_1,2,12,4
1_FOY_1,0,1_LIV_1,1,16,23
1_FOY_1,0,1_BED_3,2,16,6
1_FOY_1,0,1_DIN_1,20,16,10
1_FOY_1,0,1_POR_1,18,16,25
1_KIT_1,3,1_LIV_1,1,20,23
1_KIT_1,3,1_DIN_1,20,20,10
1_KIT_1,3,1_HAL_2,8,20,19
1_HAL_1,8,1_LIV_1,1,18,23
1_HAL_1,8,1_CLO_1,11,18,9
1_HAL_1,8,1_BED_1,2,18,4
1_HAL_1,8,1_BED_2,2,18,5
1_HAL_1,8,1_BAT_1,4,18,0
1_HAL_1,8,1_BED_5,2,18,8
1_HAL_1,8,1_LIV_1,1,18,23
1_HAL_1,8,1_BAT_4,4,18,3
1_HAL_2,8,1_LIV_1,1,19,23
1_HAL_2,8,1_PAN_1,9,19,24
1_HAL_2,8,1_KIT_1,3,19,20
1_HAL_2,8,1_BED_4,2,19,7
1_HAL_2,8,1_POR_2,18,19,26
1_HAL_2,8,1_LIV_1,1,19,23
1_HAL_2,8,1_LAU_2,10,19,22
1_HAL_2,8,1_STA_1,7,19,27
1_HAL_2,8,1_LAU_1,10,19,21
1_BED_2,2,1_DRE_5,5,5,15
1_BED_2,2,1_HAL_1,8,5,18
1_BED_3,2,1_FOY_1,0,6,16
1_DRE_3,5,1_BED_5,2,13,8
1_DRE_4,5,1_BED_4,2,14,7
1_STA_1,7,1_GAR_1,19,27,17
1_STA_1,7,1_GAR_1,19,27,17
1_STA_1,7,1_HAL_2,8,27,19
1_BED_4,2,1_DRE_4,5,7,14
1_BED_4,2,1_BAT_2,4,7,1
1_BED_4,2,1_HAL_2,8,7,19
1_DRE_5,5,1_BED_2,2,15,5
1_PAN_1,9,1_HAL_2,8,24,19
1_BAT_1,4,1_HAL_1,8,0,18
1_BAT_1,4,1_BED_5,2,0,8
1_BAT_2,4,1_DRE_1,5,1,11
1_BAT_2,4,1_BED_4,2,1,7
1_BAT_3,4,1_POR_2,18,2,26
1_LAU_1,10,1_DRE_1,5,21,11
1_LAU_1,10,1_HAL_2,8,21,19
1_LAU_2,10,1_HAL_2,8,22,19
1_BED_5,2,1_DRE_3,5,8,13
1_BED_5,2,1_BAT_1,4,8,0
1_BED_5,2,1_HAL_1,8,8,18
1_CLO_1,11,1_HAL_1,8,9,18
1_BAT_4,4,1_HAL_1,8,3,18
1_POR_2,18,1_LIV_1,1,26,23
1_POR_2,18,1_BAT_3,4,26,2
1_POR_2,18,1_HAL_2,8,26,19
