ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_DIN_1,20,1_LIV_1,1,5,12
1_DIN_1,20,1_LIV_1,1,5,12
1_BAT_1,4,1_HAL_1,8,0,8
1_HAL_1,8,1_LIV_1,1,8,12
1_HAL_1,8,1_BAT_1,4,8,0
1_HAL_1,8,1_LAU_1,10,8,10
1_HAL_1,8,1_BED_1,2,8,1
1_HAL_1,8,1_LAU_2,10,8,11
1_HAL_1,8,1_STA_1,7,8,13
1_STA_1,7,1_HAL_1,8,13,8
1_STA_1,7,1_LIV_1,1,13,12
1_STA_1,7,1_LIV_1,1,13,12
1_GAR_1,19,1_FOY_1,0,7,6
1_GAR_1,19,1_LIV_1,1,7,12
1_KIT_1,3,1_LIV_1,1,9,12
1_LAU_1,10,1_HAL_1,8,10,8
1_BED_1,2,1_CLO_3,11,1,4
1_BED_1,2,1_HAL_1,8,1,8
1_LAU_2,10,1_HAL_1,8,11,8
1_CLO_1,11,1_LIV_1,1,2,12
1_FOY_1,0,1_LIV_1,1,6,12
1_FOY_1,0,1_GAR_1,19,6,7
1_CLO_2,11,1_LIV_1,1,3,12
1_LIV_1,1,1_HAL_1,8,12,8
1_LIV_1,1,1_KIT_1,3,12,9
1_LIV_1,1,1_FOY_1,0,12,6
1_LIV_1,1,1_CLO_1,11,12,2
1_LIV_1,1,1_CLO_2,11,12,3
1_LIV_1,1,1_DIN_1,20,12,5
1_LIV_1,1,1_DIN_1,20,12,5
1_LIV_1,1,1_STA_1,7,12,13
1_LIV_1,1,1_STA_1,7,12,13
1_LIV_1,1,1_GAR_1,19,12,7
1_CLO_3,11,1_BED_1,2,4,1
