ID,Label,Adj_ID,Adj_Label,ID_encode,Adj_ID_encode
1_DIN_1,20,1_FOY_1,0,5,6
1_BED_1,2,1_CLO_2,11,1,3
1_BED_1,2,1_CLO_3,11,1,4
1_BED_1,2,1_HAL_1,8,1,8
1_HAL_1,8,1_LIV_1,1,8,11
1_HAL_1,8,1_CLO_1,11,8,2
1_HAL_1,8,1_LAU_1,10,8,10
1_HAL_1,8,1_LIV_1,1,8,11
1_HAL_1,8,1_BED_1,2,8,1
1_HAL_1,8,1_BAT_1,4,8,0
1_CLO_1,11,1_HAL_1,8,2,8
1_KIT_1,3,1_LIV_1,1,9,11
1_KIT_1,3,1_PAN_1,9,9,12
1_PAN_1,9,1_KIT_1,3,12,9
1_STA_1,7,1_FOY_1,0,14,6
1_STA_1,7,1_FOY_1,0,14,6
1_BAT_1,4,1_HAL_1,8,0,8
1_GAR_1,19,1_LAU_1,10,7,10
1_LIV_1,1,1_HAL_1,8,11,8
1_LIV_1,1,1_KIT_1,3,11,9
1_LIV_1,1,1_HAL_1,8,11,8
1_LIV_1,1,1_FOY_1,0,11,6
1_POR_1,18,1_FOY_1,0,13,6
1_FOY_1,0,1_LIV_1,1,6,11
1_FOY_1,0,1_DIN_1,20,6,5
1_FOY_1,0,1_STA_1,7,6,14
1_FOY_1,0,1_STA_1,7,6,14
1_FOY_1,0,1_POR_1,18,6,13
1_LAU_1,10,1_GAR_1,19,10,7
1_LAU_1,10,1_HAL_1,8,10,8
1_CLO_2,11,1_BED_1,2,3,1
1_CLO_3,11,1_BED_1,2,4,1
